"PLAN_CARRIER_CODE","PLAN_FLIGHT_NUMBER","PLAN_FLIGHT_NUMBER_CHAR4","PLAN_FLIGHT_SEQ_NUMBER","PLAN_DEPARTURE_DATETIME_LOCAL","PLAN_DEPARTURE_DATE_LOCAL","PLAN_DEPARTURE_TIME_LOCAL","PLAN_DEPARTURE_DATETIME_UTC","PLAN_DEPARTURE_DATE_UTC","PLAN_DEPARTURE_TIME_UTC","PLAN_ARRIVAL_DATETIME_LOCAL","PLAN_ARRIVAL_DATE_LOCAL","PLAN_ARRIVAL_TIME_LOCAL","PLAN_ARRIVAL_DATETIME_UTC","PLAN_ARRIVAL_DATE_UTC","PLAN_ARRIVAL_TIME_UTC","PLAN_DEPARTURE_STATION","PLAN_ARRIVAL_STATION","PLAN_START_OF_OPERATION","PLAN_END_OF_OPERATION","PLAN_DAYS_OF_OPERATION","PLAN_AC_OWNER","PLAN_SERVICE_TYPE","PLAN_AC_TYPE"
"AY",6,"0006","01",27.11.2017 17:45:00,27.11.2017 00:00:00,01.01.1900 17:45:00,27.11.2017 22:45:00,27.11.2017 00:00:00,01.01.1900 22:45:00,28.11.2017 08:50:00,28.11.2017 00:00:00,01.01.1900 08:50:00,28.11.2017 06:50:00,28.11.2017 00:00:00,01.01.1900 06:50:00,"JFK","HEL",05.11.2017 00:00:00,10.03.2018 00:00:00,"1234567","AY","J","333"
"AY",1980,"1980","01",28.11.2017 01:20:00,28.11.2017 00:00:00,01.01.1900 01:20:00,27.11.2017 23:20:00,27.11.2017 00:00:00,01.01.1900 23:20:00,28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 04:00:00,28.11.2017 00:00:00,01.01.1900 04:00:00,"TLV","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"1   5  ","AY","J","319"
"AY",142,"0142","01",28.11.2017 09:05:00,28.11.2017 00:00:00,01.01.1900 09:05:00,28.11.2017 02:05:00,28.11.2017 00:00:00,01.01.1900 02:05:00,28.11.2017 14:55:00,28.11.2017 00:00:00,01.01.1900 14:55:00,28.11.2017 12:55:00,28.11.2017 00:00:00,01.01.1900 12:55:00,"BKK","HEL",29.10.2017 00:00:00,24.03.2018 00:00:00,"1234567","AY","J","359"
"AY",88,"0088","01",28.11.2017 10:05:00,28.11.2017 00:00:00,01.01.1900 10:05:00,28.11.2017 02:05:00,28.11.2017 00:00:00,01.01.1900 02:05:00,28.11.2017 14:20:00,28.11.2017 00:00:00,01.01.1900 14:20:00,28.11.2017 12:20:00,28.11.2017 00:00:00,01.01.1900 12:20:00,"PVG","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",42,"0042","01",28.11.2017 11:05:00,28.11.2017 00:00:00,01.01.1900 11:05:00,28.11.2017 02:05:00,28.11.2017 00:00:00,01.01.1900 02:05:00,28.11.2017 14:15:00,28.11.2017 00:00:00,01.01.1900 14:15:00,28.11.2017 12:15:00,28.11.2017 00:00:00,01.01.1900 12:15:00,"ICN","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",78,"0078","01",28.11.2017 11:45:00,28.11.2017 00:00:00,01.01.1900 11:45:00,28.11.2017 02:45:00,28.11.2017 00:00:00,01.01.1900 02:45:00,28.11.2017 15:10:00,28.11.2017 00:00:00,01.01.1900 15:10:00,28.11.2017 13:10:00,28.11.2017 00:00:00,01.01.1900 13:10:00,"KIX","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"12 4 67","AY","J","333"
"AY",80,"0080","01",28.11.2017 11:55:00,28.11.2017 00:00:00,01.01.1900 11:55:00,28.11.2017 02:55:00,28.11.2017 00:00:00,01.01.1900 02:55:00,28.11.2017 15:10:00,28.11.2017 00:00:00,01.01.1900 15:10:00,28.11.2017 13:10:00,28.11.2017 00:00:00,01.01.1900 13:10:00,"NGO","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00," 2 4567","AY","J","333"
"AY",74,"0074","01",28.11.2017 11:55:00,28.11.2017 00:00:00,01.01.1900 11:55:00,28.11.2017 02:55:00,28.11.2017 00:00:00,01.01.1900 02:55:00,28.11.2017 15:20:00,28.11.2017 00:00:00,01.01.1900 15:20:00,28.11.2017 13:20:00,28.11.2017 00:00:00,01.01.1900 13:20:00,"NRT","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",86,"0086","01",28.11.2017 11:35:00,28.11.2017 00:00:00,01.01.1900 11:35:00,28.11.2017 03:35:00,28.11.2017 00:00:00,01.01.1900 03:35:00,28.11.2017 14:10:00,28.11.2017 00:00:00,01.01.1900 14:10:00,28.11.2017 12:10:00,28.11.2017 00:00:00,01.01.1900 12:10:00,"PEK","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",538,"0538","01",28.11.2017 05:45:00,28.11.2017 00:00:00,01.01.1900 05:45:00,28.11.2017 03:45:00,28.11.2017 00:00:00,01.01.1900 03:45:00,28.11.2017 07:00:00,28.11.2017 00:00:00,01.01.1900 07:00:00,28.11.2017 05:00:00,28.11.2017 00:00:00,01.01.1900 05:00:00,"RVN","HEL",30.10.2017 00:00:00,23.12.2017 00:00:00,"12 456 ","AY","J","320"
"AY",146,"0146","01",28.11.2017 10:55:00,28.11.2017 00:00:00,01.01.1900 10:55:00,28.11.2017 03:55:00,28.11.2017 00:00:00,01.01.1900 03:55:00,28.11.2017 17:05:00,28.11.2017 00:00:00,01.01.1900 17:05:00,28.11.2017 15:05:00,28.11.2017 00:00:00,01.01.1900 15:05:00,"BKK","HEL",31.10.2017 00:00:00,28.11.2017 00:00:00," 2  5  ","AY","J","359"
"AY",1977,"1977","01",28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 04:00:00,28.11.2017 00:00:00,01.01.1900 04:00:00,28.11.2017 10:40:00,28.11.2017 00:00:00,01.01.1900 10:40:00,28.11.2017 08:40:00,28.11.2017 00:00:00,01.01.1900 08:40:00,"HEL","VDA",31.10.2017 00:00:00,20.03.2018 00:00:00," 2     ","AY","J","320"
"AY",450,"0450","01",28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 04:00:00,28.11.2017 00:00:00,01.01.1900 04:00:00,28.11.2017 07:00:00,28.11.2017 00:00:00,01.01.1900 07:00:00,28.11.2017 05:00:00,28.11.2017 00:00:00,01.01.1900 05:00:00,"OUL","HEL",21.11.2017 00:00:00,30.11.2017 00:00:00," 23456 ","AY","J","319"
"AY",322,"0322","01",28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 04:00:00,28.11.2017 00:00:00,01.01.1900 04:00:00,28.11.2017 06:45:00,28.11.2017 00:00:00,01.01.1900 06:45:00,28.11.2017 04:45:00,28.11.2017 00:00:00,01.01.1900 04:45:00,"VAA","HEL",02.11.2017 00:00:00,01.12.2017 00:00:00,"123456 ","AY","J","319"
"AY",431,"0431","01",28.11.2017 06:15:00,28.11.2017 00:00:00,01.01.1900 06:15:00,28.11.2017 04:15:00,28.11.2017 00:00:00,01.01.1900 04:15:00,28.11.2017 07:15:00,28.11.2017 00:00:00,01.01.1900 07:15:00,28.11.2017 05:15:00,28.11.2017 00:00:00,01.01.1900 05:15:00,"HEL","OUL",22.11.2017 00:00:00,28.11.2017 00:00:00," 23    ","AY","J","320"
"AY",452,"0452","01",28.11.2017 07:00:00,28.11.2017 00:00:00,01.01.1900 07:00:00,28.11.2017 05:00:00,28.11.2017 00:00:00,01.01.1900 05:00:00,28.11.2017 08:00:00,28.11.2017 00:00:00,01.01.1900 08:00:00,28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,"OUL","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12 45  ","AY","J","321"
"AY",122,"0122","01",28.11.2017 10:35:00,28.11.2017 00:00:00,01.01.1900 10:35:00,28.11.2017 05:05:00,28.11.2017 00:00:00,01.01.1900 05:05:00,28.11.2017 14:45:00,28.11.2017 00:00:00,01.01.1900 14:45:00,28.11.2017 12:45:00,28.11.2017 00:00:00,01.01.1900 12:45:00,"DEL","HEL",22.11.2017 00:00:00,28.11.2017 00:00:00," 23  67","AY","J","333"
"AY",433,"0433","01",28.11.2017 07:15:00,28.11.2017 00:00:00,01.01.1900 07:15:00,28.11.2017 05:15:00,28.11.2017 00:00:00,01.01.1900 05:15:00,28.11.2017 08:15:00,28.11.2017 00:00:00,01.01.1900 08:15:00,28.11.2017 06:15:00,28.11.2017 00:00:00,01.01.1900 06:15:00,"HEL","OUL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",376,"0376","01",28.11.2017 07:25:00,28.11.2017 00:00:00,01.01.1900 07:25:00,28.11.2017 05:25:00,28.11.2017 00:00:00,01.01.1900 05:25:00,28.11.2017 08:15:00,28.11.2017 00:00:00,01.01.1900 08:15:00,28.11.2017 06:15:00,28.11.2017 00:00:00,01.01.1900 06:15:00,"KUO","HEL",28.11.2017 00:00:00,05.12.2017 00:00:00," 234   ","AY","J","320"
"AY",861,"0861","01",28.11.2017 07:35:00,28.11.2017 00:00:00,01.01.1900 07:35:00,28.11.2017 05:35:00,28.11.2017 00:00:00,01.01.1900 05:35:00,28.11.2017 08:05:00,28.11.2017 00:00:00,01.01.1900 08:05:00,28.11.2017 07:05:00,28.11.2017 00:00:00,01.01.1900 07:05:00,"HEL","GOT",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",1423,"1423","01",28.11.2017 07:35:00,28.11.2017 00:00:00,01.01.1900 07:35:00,28.11.2017 05:35:00,28.11.2017 00:00:00,01.01.1900 05:35:00,28.11.2017 08:35:00,28.11.2017 00:00:00,01.01.1900 08:35:00,28.11.2017 07:35:00,28.11.2017 00:00:00,01.01.1900 07:35:00,"HEL","HAM",07.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","319"
"AY",1391,"1391","01",28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 05:40:00,28.11.2017 00:00:00,01.01.1900 05:40:00,28.11.2017 09:05:00,28.11.2017 00:00:00,01.01.1900 09:05:00,28.11.2017 08:05:00,28.11.2017 00:00:00,01.01.1900 08:05:00,"HEL","DUS",28.11.2017 00:00:00,04.12.2017 00:00:00,"12     ","AY","J","320"
"AY",951,"0951","01",28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 05:40:00,28.11.2017 00:00:00,01.01.1900 05:40:00,28.11.2017 08:15:00,28.11.2017 00:00:00,01.01.1900 08:15:00,28.11.2017 07:15:00,28.11.2017 00:00:00,01.01.1900 07:15:00,"HEL","CPH",30.10.2017 00:00:00,09.12.2017 00:00:00,"123456 ","AY","J","321"
"AY",911,"0911","01",28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 05:40:00,28.11.2017 00:00:00,01.01.1900 05:40:00,28.11.2017 08:10:00,28.11.2017 00:00:00,01.01.1900 08:10:00,28.11.2017 07:10:00,28.11.2017 00:00:00,01.01.1900 07:10:00,"HEL","OSL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",1411,"1411","01",28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 05:40:00,28.11.2017 00:00:00,01.01.1900 05:40:00,28.11.2017 09:20:00,28.11.2017 00:00:00,01.01.1900 09:20:00,28.11.2017 08:20:00,28.11.2017 00:00:00,01.01.1900 08:20:00,"HEL","FRA",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","32B"
"AY",991,"0991","01",28.11.2017 07:45:00,28.11.2017 00:00:00,01.01.1900 07:45:00,28.11.2017 05:45:00,28.11.2017 00:00:00,01.01.1900 05:45:00,28.11.2017 09:35:00,28.11.2017 00:00:00,01.01.1900 09:35:00,28.11.2017 09:35:00,28.11.2017 00:00:00,01.01.1900 09:35:00,"HEL","KEF",31.10.2017 00:00:00,22.03.2018 00:00:00," 2 4   ","AY","J","32B"
"AY",432,"0432","01",28.11.2017 07:45:00,28.11.2017 00:00:00,01.01.1900 07:45:00,28.11.2017 05:45:00,28.11.2017 00:00:00,01.01.1900 05:45:00,28.11.2017 08:45:00,28.11.2017 00:00:00,01.01.1900 08:45:00,28.11.2017 06:45:00,28.11.2017 00:00:00,01.01.1900 06:45:00,"OUL","HEL",22.11.2017 00:00:00,28.11.2017 00:00:00," 23    ","AY","J","320"
"AY",361,"0361","01",28.11.2017 07:45:00,28.11.2017 00:00:00,01.01.1900 07:45:00,28.11.2017 05:45:00,28.11.2017 00:00:00,01.01.1900 05:45:00,28.11.2017 08:35:00,28.11.2017 00:00:00,01.01.1900 08:35:00,28.11.2017 06:35:00,28.11.2017 00:00:00,01.01.1900 06:35:00,"HEL","KUO",09.11.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",1431,"1431","01",28.11.2017 07:45:00,28.11.2017 00:00:00,01.01.1900 07:45:00,28.11.2017 05:45:00,28.11.2017 00:00:00,01.01.1900 05:45:00,28.11.2017 08:40:00,28.11.2017 00:00:00,01.01.1900 08:40:00,28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,"HEL","TXL",23.11.2017 00:00:00,30.11.2017 00:00:00," 234   ","AY","J","32B"
"AY",531,"0531","01",28.11.2017 07:50:00,28.11.2017 00:00:00,01.01.1900 07:50:00,28.11.2017 05:50:00,28.11.2017 00:00:00,01.01.1900 05:50:00,28.11.2017 09:10:00,28.11.2017 00:00:00,01.01.1900 09:10:00,28.11.2017 07:10:00,28.11.2017 00:00:00,01.01.1900 07:10:00,"HEL","RVN",28.11.2017 00:00:00,30.11.2017 00:00:00," 2 4   ","AY","J","32B"
"AY",1511,"1511","01",28.11.2017 07:55:00,28.11.2017 00:00:00,01.01.1900 07:55:00,28.11.2017 05:55:00,28.11.2017 00:00:00,01.01.1900 05:55:00,28.11.2017 09:45:00,28.11.2017 00:00:00,01.01.1900 09:45:00,28.11.2017 08:45:00,28.11.2017 00:00:00,01.01.1900 08:45:00,"HEL","ZRH",28.11.2017 00:00:00,03.12.2017 00:00:00," 2    7","AY","J","319"
"AY",1401,"1401","01",28.11.2017 08:00:00,28.11.2017 00:00:00,01.01.1900 08:00:00,28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 09:30:00,28.11.2017 00:00:00,01.01.1900 09:30:00,28.11.2017 08:30:00,28.11.2017 00:00:00,01.01.1900 08:30:00,"HEL","MUC",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","319"
"AY",1331,"1331","01",28.11.2017 08:00:00,28.11.2017 00:00:00,01.01.1900 08:00:00,28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 09:10:00,28.11.2017 00:00:00,01.01.1900 09:10:00,28.11.2017 09:10:00,28.11.2017 00:00:00,01.01.1900 09:10:00,"HEL","LHR",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","359"
"AY",801,"0801","01",28.11.2017 08:00:00,28.11.2017 00:00:00,01.01.1900 08:00:00,28.11.2017 06:00:00,28.11.2017 00:00:00,01.01.1900 06:00:00,28.11.2017 08:00:00,28.11.2017 00:00:00,01.01.1900 08:00:00,28.11.2017 07:00:00,28.11.2017 00:00:00,01.01.1900 07:00:00,"HEL","ARN",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","321"
"AY",962,"0962","01",28.11.2017 07:15:00,28.11.2017 00:00:00,01.01.1900 07:15:00,28.11.2017 06:15:00,28.11.2017 00:00:00,01.01.1900 06:15:00,28.11.2017 09:50:00,28.11.2017 00:00:00,01.01.1900 09:50:00,28.11.2017 07:50:00,28.11.2017 00:00:00,01.01.1900 07:50:00,"CPH","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",1301,"1301","01",28.11.2017 08:15:00,28.11.2017 00:00:00,01.01.1900 08:15:00,28.11.2017 06:15:00,28.11.2017 00:00:00,01.01.1900 06:15:00,28.11.2017 09:55:00,28.11.2017 00:00:00,01.01.1900 09:55:00,28.11.2017 08:55:00,28.11.2017 00:00:00,01.01.1900 08:55:00,"HEL","AMS",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1471,"1471","01",28.11.2017 08:30:00,28.11.2017 00:00:00,01.01.1900 08:30:00,28.11.2017 06:30:00,28.11.2017 00:00:00,01.01.1900 06:30:00,28.11.2017 10:00:00,28.11.2017 00:00:00,01.01.1900 10:00:00,28.11.2017 09:00:00,28.11.2017 00:00:00,01.01.1900 09:00:00,"HEL","VIE",07.11.2017 00:00:00,17.12.2017 00:00:00," 2    7","AY","J","319"
"AY",434,"0434","01",28.11.2017 08:45:00,28.11.2017 00:00:00,01.01.1900 08:45:00,28.11.2017 06:45:00,28.11.2017 00:00:00,01.01.1900 06:45:00,28.11.2017 09:45:00,28.11.2017 00:00:00,01.01.1900 09:45:00,28.11.2017 07:45:00,28.11.2017 00:00:00,01.01.1900 07:45:00,"OUL","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",362,"0362","01",28.11.2017 09:00:00,28.11.2017 00:00:00,01.01.1900 09:00:00,28.11.2017 07:00:00,28.11.2017 00:00:00,01.01.1900 07:00:00,28.11.2017 09:50:00,28.11.2017 00:00:00,01.01.1900 09:50:00,28.11.2017 07:50:00,28.11.2017 00:00:00,01.01.1900 07:50:00,"KUO","HEL",09.11.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",1573,"1573","01",28.11.2017 09:25:00,28.11.2017 00:00:00,01.01.1900 09:25:00,28.11.2017 07:25:00,28.11.2017 00:00:00,01.01.1900 07:25:00,28.11.2017 11:30:00,28.11.2017 00:00:00,01.01.1900 11:30:00,28.11.2017 10:30:00,28.11.2017 00:00:00,01.01.1900 10:30:00,"HEL","CDG",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","320"
"AY",435,"0435","01",28.11.2017 09:30:00,28.11.2017 00:00:00,01.01.1900 09:30:00,28.11.2017 07:30:00,28.11.2017 00:00:00,01.01.1900 07:30:00,28.11.2017 10:35:00,28.11.2017 00:00:00,01.01.1900 10:35:00,28.11.2017 08:35:00,28.11.2017 00:00:00,01.01.1900 08:35:00,"HEL","OUL",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","320"
"AY",1340,"1340","01",28.11.2017 07:30:00,28.11.2017 00:00:00,01.01.1900 07:30:00,28.11.2017 07:30:00,28.11.2017 00:00:00,01.01.1900 07:30:00,28.11.2017 12:20:00,28.11.2017 00:00:00,01.01.1900 12:20:00,28.11.2017 10:20:00,28.11.2017 00:00:00,01.01.1900 10:20:00,"LHR","HEL",30.10.2017 00:00:00,23.12.2017 00:00:00,"123456 ","AY","J","319"
"AY",1251,"1251","01",28.11.2017 09:30:00,28.11.2017 00:00:00,01.01.1900 09:30:00,28.11.2017 07:30:00,28.11.2017 00:00:00,01.01.1900 07:30:00,28.11.2017 10:50:00,28.11.2017 00:00:00,01.01.1900 10:50:00,28.11.2017 09:50:00,28.11.2017 00:00:00,01.01.1900 09:50:00,"HEL","BUD",25.11.2017 00:00:00,30.11.2017 00:00:00,"1234 6 ","AY","J","320"
"AY",1221,"1221","01",28.11.2017 09:40:00,28.11.2017 00:00:00,01.01.1900 09:40:00,28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 10:45:00,28.11.2017 00:00:00,01.01.1900 10:45:00,28.11.2017 09:45:00,28.11.2017 00:00:00,01.01.1900 09:45:00,"HEL","PRG",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","321"
"AY",532,"0532","01",28.11.2017 09:40:00,28.11.2017 00:00:00,01.01.1900 09:40:00,28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 10:55:00,28.11.2017 00:00:00,01.01.1900 10:55:00,28.11.2017 08:55:00,28.11.2017 00:00:00,01.01.1900 08:55:00,"RVN","HEL",28.11.2017 00:00:00,30.11.2017 00:00:00," 2 4   ","AY","J","32B"
"AY",802,"0802","01",28.11.2017 08:40:00,28.11.2017 00:00:00,01.01.1900 08:40:00,28.11.2017 07:40:00,28.11.2017 00:00:00,01.01.1900 07:40:00,28.11.2017 10:35:00,28.11.2017 00:00:00,01.01.1900 10:35:00,28.11.2017 08:35:00,28.11.2017 00:00:00,01.01.1900 08:35:00,"ARN","HEL",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","321"
"AY",862,"0862","01",28.11.2017 08:45:00,28.11.2017 00:00:00,01.01.1900 08:45:00,28.11.2017 07:45:00,28.11.2017 00:00:00,01.01.1900 07:45:00,28.11.2017 11:05:00,28.11.2017 00:00:00,01.01.1900 11:05:00,28.11.2017 09:05:00,28.11.2017 00:00:00,01.01.1900 09:05:00,"GOT","HEL",31.10.2017 00:00:00,27.12.2017 00:00:00," 23    ","AY","J","320"
"AY",912,"0912","01",28.11.2017 08:50:00,28.11.2017 00:00:00,01.01.1900 08:50:00,28.11.2017 07:50:00,28.11.2017 00:00:00,01.01.1900 07:50:00,28.11.2017 11:10:00,28.11.2017 00:00:00,01.01.1900 11:10:00,28.11.2017 09:10:00,28.11.2017 00:00:00,01.01.1900 09:10:00,"OSL","HEL",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","319"
"AY",952,"0952","01",28.11.2017 08:55:00,28.11.2017 00:00:00,01.01.1900 08:55:00,28.11.2017 07:55:00,28.11.2017 00:00:00,01.01.1900 07:55:00,28.11.2017 11:30:00,28.11.2017 00:00:00,01.01.1900 11:30:00,28.11.2017 09:30:00,28.11.2017 00:00:00,01.01.1900 09:30:00,"CPH","HEL",30.10.2017 00:00:00,09.12.2017 00:00:00,"123456 ","AY","J","321"
"AY",605,"0605","01",28.11.2017 10:00:00,28.11.2017 00:00:00,01.01.1900 10:00:00,28.11.2017 08:00:00,28.11.2017 00:00:00,01.01.1900 08:00:00,28.11.2017 11:35:00,28.11.2017 00:00:00,01.01.1900 11:35:00,28.11.2017 09:35:00,28.11.2017 00:00:00,01.01.1900 09:35:00,"HEL","IVL",30.10.2017 00:00:00,20.03.2018 00:00:00,"12     ","AY","J","32B"
"AY",9973,"9973","01",28.11.2017 09:05:00,28.11.2017 00:00:00,01.01.1900 09:05:00,28.11.2017 08:05:00,28.11.2017 00:00:00,01.01.1900 08:05:00,28.11.2017 12:00:00,28.11.2017 00:00:00,01.01.1900 12:00:00,28.11.2017 11:00:00,28.11.2017 00:00:00,01.01.1900 11:00:00,"HAM","HAM",07.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","K","319"
"AY",637,"0637","01",28.11.2017 10:10:00,28.11.2017 00:00:00,01.01.1900 10:10:00,28.11.2017 08:10:00,28.11.2017 00:00:00,01.01.1900 08:10:00,28.11.2017 11:40:00,28.11.2017 00:00:00,01.01.1900 11:40:00,28.11.2017 09:40:00,28.11.2017 00:00:00,01.01.1900 09:40:00,"HEL","KTT",29.10.2017 00:00:00,23.03.2018 00:00:00,"12345 7","AY","J","321"
"AY",805,"0805","01",28.11.2017 10:35:00,28.11.2017 00:00:00,01.01.1900 10:35:00,28.11.2017 08:35:00,28.11.2017 00:00:00,01.01.1900 08:35:00,28.11.2017 10:35:00,28.11.2017 00:00:00,01.01.1900 10:35:00,28.11.2017 09:35:00,28.11.2017 00:00:00,01.01.1900 09:35:00,"HEL","ARN",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",1432,"1432","01",28.11.2017 09:55:00,28.11.2017 00:00:00,01.01.1900 09:55:00,28.11.2017 08:55:00,28.11.2017 00:00:00,01.01.1900 08:55:00,28.11.2017 12:45:00,28.11.2017 00:00:00,01.01.1900 12:45:00,28.11.2017 10:45:00,28.11.2017 00:00:00,01.01.1900 10:45:00,"TXL","HEL",23.11.2017 00:00:00,30.11.2017 00:00:00," 234   ","AY","J","32B"
"AY",436,"0436","01",28.11.2017 11:05:00,28.11.2017 00:00:00,01.01.1900 11:05:00,28.11.2017 09:05:00,28.11.2017 00:00:00,01.01.1900 09:05:00,28.11.2017 12:05:00,28.11.2017 00:00:00,01.01.1900 12:05:00,28.11.2017 10:05:00,28.11.2017 00:00:00,01.01.1900 10:05:00,"OUL","HEL",28.11.2017 00:00:00,28.11.2017 00:00:00," 2     ","AY","J","320"
"AY",1654,"1654","01",28.11.2017 10:15:00,28.11.2017 00:00:00,01.01.1900 10:15:00,28.11.2017 09:15:00,28.11.2017 00:00:00,01.01.1900 09:15:00,28.11.2017 15:10:00,28.11.2017 00:00:00,01.01.1900 15:10:00,28.11.2017 13:10:00,28.11.2017 00:00:00,01.01.1900 13:10:00,"BCN","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1662,"1662","01",28.11.2017 10:20:00,28.11.2017 00:00:00,01.01.1900 10:20:00,28.11.2017 09:20:00,28.11.2017 00:00:00,01.01.1900 09:20:00,28.11.2017 15:30:00,28.11.2017 00:00:00,01.01.1900 15:30:00,28.11.2017 13:30:00,28.11.2017 00:00:00,01.01.1900 13:30:00,"MAD","HEL",29.10.2017 00:00:00,24.12.2017 00:00:00,"1234567","AY","J","32B"
"AY",1433,"1433","01",28.11.2017 11:30:00,28.11.2017 00:00:00,01.01.1900 11:30:00,28.11.2017 09:30:00,28.11.2017 00:00:00,01.01.1900 09:30:00,28.11.2017 12:25:00,28.11.2017 00:00:00,01.01.1900 12:25:00,28.11.2017 11:25:00,28.11.2017 00:00:00,01.01.1900 11:25:00,"HEL","TXL",28.11.2017 00:00:00,02.12.2017 00:00:00," 2 4 6 ","AY","J","321"
"AY",1978,"1978","01",28.11.2017 11:40:00,28.11.2017 00:00:00,01.01.1900 11:40:00,28.11.2017 09:40:00,28.11.2017 00:00:00,01.01.1900 09:40:00,28.11.2017 16:30:00,28.11.2017 00:00:00,01.01.1900 16:30:00,28.11.2017 14:30:00,28.11.2017 00:00:00,01.01.1900 14:30:00,"VDA","HEL",31.10.2017 00:00:00,20.03.2018 00:00:00," 2     ","AY","J","320"
"AY",485,"0485","01",28.11.2017 11:50:00,28.11.2017 00:00:00,01.01.1900 11:50:00,28.11.2017 09:50:00,28.11.2017 00:00:00,01.01.1900 09:50:00,28.11.2017 13:05:00,28.11.2017 00:00:00,01.01.1900 13:05:00,28.11.2017 11:05:00,28.11.2017 00:00:00,01.01.1900 11:05:00,"HEL","KAO",22.11.2017 00:00:00,28.11.2017 00:00:00,"1234   ","AY","J","32B"
"AY",863,"0863","01",28.11.2017 11:50:00,28.11.2017 00:00:00,01.01.1900 11:50:00,28.11.2017 09:50:00,28.11.2017 00:00:00,01.01.1900 09:50:00,28.11.2017 12:15:00,28.11.2017 00:00:00,01.01.1900 12:15:00,28.11.2017 11:15:00,28.11.2017 00:00:00,01.01.1900 11:15:00,"HEL","GOT",30.10.2017 00:00:00,22.12.2017 00:00:00,"12345  ","AY","J","320"
"AY",1512,"1512","01",28.11.2017 10:55:00,28.11.2017 00:00:00,01.01.1900 10:55:00,28.11.2017 09:55:00,28.11.2017 00:00:00,01.01.1900 09:55:00,28.11.2017 14:45:00,28.11.2017 00:00:00,01.01.1900 14:45:00,28.11.2017 12:45:00,28.11.2017 00:00:00,01.01.1900 12:45:00,"ZRH","HEL",28.11.2017 00:00:00,03.12.2017 00:00:00," 2    7","AY","J","319"
